"","AC001A","AC002A","AC002B","AC003A","AC004A","AC013A","AC014A","AC014B","AC014C","AC022A","AC024A","AC025A","AC026A","AC028A","AC029A","AC035A","AC042A","AC044A","AC046A","AC048A","AC142A","AC148A","AC152A","AC9964","AC9968","AC9969","AC9974","AC9975","AC9996","AC9997","AC9999","AM011A","AS001A","AS003A","AU001A","AU002A","AU004A","AU004B","AU004D","AU005B","AU005D","AU005E","AU005J","AU010A","AU010B","AU014A","AU023A","AU034A","AU9990","AU9991","AU9999","BR001A","BR003A","BR006A","BR9997","BR9999","CA002A","CA005A","CM004A","CM009A","CM010A","CM013A","CM014A","CM015A","CM017A","CM019A","CM020A","CM022A","CM031A","CM043A","CM047A","CM048A","CM052A","CM070A","CM103A","CM9999","CO001A","CY001A","CY004A","CY006A","CY006D","CY010A","CY019A","CY9988","CY9999","DE001A","DP9999","DT001A","DT002A","EU002A","EU002B","EU002C","EU002D","EU002E","EU002K","EU003A","EU004A","EU007A","EU008A","EU009A","EU009C","EU009F","EU011A","EU013A","EU014A","EU015A","EU015B","EU016A","EU017A","EU018A","EU019A","EU020A","EU025A","EU026A","EU027A","EU028A","EU028B","EU029A","EU031A","EU032A","EU040A","EU043A","EU045A","EU047A","EU048A","EU049A","EU049B","EU049D","EU050A","EU051A","EU051B","EU053B","EU056A","EU057A","EU058A","EU9960","EU9961","EU9962","EU9963","EU9964","EU9965","EU9974","EU9979","EU9995","EU9999","FR001A","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR009A","FR010A","FR013A","FR9991","FR9999","FU002A","FU002B","FU002D","FU002F","GO003A","GO004A","GO005A","GO006C","GO010A","GO014A","GO014B","GO9999","HN001A","KR001A","ME019A","MR001A","NA001A","NA002A","NA003A","NA003B","NA005A","NA006A","NA006B","NA007A","NA013A","NA014A","NA015A","NA032A","NA033A","NA036A","NA037A","NA039A","NA040A","NA042A","NA044A","NA045A","NA046A","NA048A","NA068A","NA086A","NA099A","NA115A","NA133A","NA135A","NA140A","NA156A","NA158A","NA167A","NA738A","NA9955","NA9963","NA9968","NA9995","NA9999","NE003A","NE003C","NE003D","NE004A","NE006A","NE020A","NE9999","NI001A","NI002A","NI005A","NI008A","NI009A","NI017A","NI020B","NI025A","NI027A","NI9999","PE002A","PI002A","PI005A","PI007A","PI008A","PI011A","PI012A","PI015A","PI016A","PI017A","PI018A","PI019A","PI020A","PI022A","PI022B","PI023A","PI026A","PI027A","PI030A","PI9995","PI9999","RH003A","RZ011A","SA001A","SA001B","SA003A","SA005A","SA9999","SE001A","SP002A","ST010A","SU004A","SU005A","SU006A","SU016A","SU9999","SY002A","SY003A","SY010A","SY9999","TA001A","TA001B","TA001D","TA003A","TA003B","TA004A","TA005A","TA9999","TE001A"
"chon2003",0,0,0,0,0,4.08560311284047,0,0.389105058365759,0.972762645914397,1.16731517509728,0,0,0,0,0,0,0,0,0,0,0.194552529182879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42023346303502,0,2.14007782101167,0,0,0,0,0,0,1.75097276264591,0,0.389105058365759,0,0,0,0,0,0,0,0,1.75097276264591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66926070038911,0,0,3.11284046692607,0,0,0,0,0,0,0,0.194552529182879,0,0,0,0,0,0,0,0,0,0,0,0,30.9338521400778,1.75097276264591,0,0,0,0,0,0.972762645914397,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33463035019455,0,0,0,0,2.14007782101167,0,0.194552529182879,0,0,0,0,0,0,8.56031128404669,0,1.16731517509728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194552529182879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194552529182879,0,0,0,0,0,0,0,6.6147859922179,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94552529182879,0,0,0,0,0,0.389105058365759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3968871595331,0,0,0,0.389105058365759,0.194552529182879,0,0,0
"chon2004",0,0,0,0,0,5.46875,0,0.1953125,0.390625,3.125,0,0,0,0.5859375,0,0,0,0,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4296875,0,3.7109375,0,0,0,0,0,0,0.390625,0,0,0,0.1953125,0,0,0,0,0,0,1.5625,0,0,0,0.390625,0,0,0,0.390625,0,0,0,0,0,0,0.1953125,0,0,0,0.78125,0,0,0,0,0,0.5859375,0,0,3.90625,0,0,2.1484375,0,0,0,0,0,0,0,0.1953125,0.390625,0,0,0,0,0.390625,0,0,0,0,0,0.1953125,14.2578125,1.953125,0.1953125,0,0,0,0.390625,1.3671875,0,0.5859375,0,0,0,0,0,0,0,0,0,0,0,0.78125,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0546875,0,2.34375,0.9765625,1.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78125,0,0,0,0,0,0.1953125,0,0,0.1953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5859375,0,0,0,0,0,0,0,9.5703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78125,0.5859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.84375,0,0,0,0.1953125,0,0,0,0
"chon2005",0,0,0,0,0,6.81399631675875,0,0.552486187845304,0.552486187845304,2.39410681399632,0,0,0,0,0,0,0,0,0.368324125230203,0,0,0.184162062615101,0,0,0,0,0,1.10497237569061,0,0,0,0,0,0.368324125230203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81399631675875,0,1.47329650092081,0,0,0,0,0,0,2.20994475138122,0,0.368324125230203,0,0.368324125230203,0,0,0,0,0,0,2.94659300184162,0,0,0,0.368324125230203,0.184162062615101,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47329650092081,0,0,0,0,0,0,0,0,4.97237569060773,0,0,4.41988950276243,0,0,0.736648250460405,0,0,0,0,0.736648250460405,0,0,0,0,0,0,0,0,0,0,0,0,12.5230202578269,2.94659300184162,2.20994475138122,0,0,0,0,1.65745856353591,0,0,0.368324125230203,0,0,0,0,0.184162062615101,0,0,0,0,0,2.57826887661142,0,0,0,0,0,0,0.368324125230203,0,0,0,0.736648250460405,0,0,6.07734806629834,0,1.65745856353591,1.28913443830571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736648250460405,0,0.368324125230203,0,0,0,0,0,0,0,0,0.736648250460405,0.184162062615101,0,0,0,0,0.368324125230203,0,0,0,0,0,0,0,0.184162062615101,1.84162062615101,0.184162062615101,0,0,0,0,0,0,0.184162062615101,0,0,0,0,0,0,0,0,0,0.184162062615101,0,0,0,0,0,0,0.368324125230203,8.47145488029466,0,0,0,0,0,0,0,0,0,0.368324125230203,0,0,0,1.47329650092081,0.368324125230203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736648250460405,0,0,10.4972375690608,0,0,0,0,0.736648250460405,0,0,0
"enoch1992",0,0,0,0,0,0,0,0,0,3.15789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526315789474,0,0,0,0,0,0,0,0.421052631578947,0,0,0,0,0,0,0,0,0,0.210526315789474,0,0,0,0,0,0,0,0.631578947368421,0,3.78947368421053,0,0,0,0,0,0,7.1578947368421,0,0.210526315789474,0,4.63157894736842,0,0,0,0,0,0,0.210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526315789474,0.421052631578947,0,0,0,0.210526315789474,0,0.421052631578947,0,1.26315789473684,0,0,3.78947368421053,0,1.89473684210526,0.421052631578947,0,0.210526315789474,0,0,0,0.210526315789474,0,0,0.210526315789474,0,1.68421052631579,0.210526315789474,0,0,0,0,0.210526315789474,10.1052631578947,2.31578947368421,0.210526315789474,0.210526315789474,0,0,0.210526315789474,0,0,0,0,0,0,3.78947368421053,0,0,0.421052631578947,0.631578947368421,0,0,0,1.68421052631579,0,0,0,0,1.05263157894737,0,0,0,0,0,1.05263157894737,0,0,8.63157894736842,0,2.73684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526315789474,0,0,0,0,0,2.73684210526316,0,0,0,0,0,0,0,1.89473684210526,0,0.421052631578947,0,0.842105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263157895,0,0,0,0,1.47368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0.210526315789474,0.210526315789474,0,0,0,0,0.421052631578947,0,0.421052631578947,0,0,0,0,0,0,0,0,0.421052631578947,0,0,0,2.31578947368421,21.6842105263158,0,0.421052631578947,0
"enoch1993",0,0,0,0,0,0,0,0,0,6.4453125,0,0,0,0,0,0,0,0,0.5859375,0,0,0,0,0,0,0,0,0.1953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1953125,0.78125,0.5859375,5.6640625,0,0,0,0,0,0,7.421875,0,0,0,3.515625,0,0,0,0,0,0,0.1953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7578125,0.1953125,0,0,0,0,0,0.78125,0,2.9296875,0,0,4.1015625,0,3.125,0.5859375,0,0,0,0,0,0,0.1953125,0,0.5859375,0,1.3671875,0.1953125,0,0,0.390625,0,0,4.8828125,1.953125,0.1953125,0,0,0,0.1953125,0,0,0.1953125,0,0,0,3.515625,0,0,1.7578125,0.9765625,0,0,0,0,0,0,0,0,1.3671875,0,0,0,0,0,0.9765625,0,0,4.6875,0,1.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3671875,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5859375,0,0,0.78125,5.46875,0,0,0,0,0,0.1953125,0,1.7578125,0,0,0,0.9765625,0,0,0,0,0,0,0,0,0,0,0,0.1953125,0,0,0,0,0,0,0,0,0,0.78125,0,0,0,0,0.1953125,0,0,0,0,0.1953125,0,0,0.1953125,0.1953125,0,0,0,0,0,0,0.1953125,0,0.390625,0,0,0,0,0,0,1.171875,0,0,0,4.8828125,16.40625,0,0,0
"enoch1994",0,0,0,0,0,0,0,0,0,3.06122448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081632653061,0,0,0,0,0,0,0,0.204081632653061,0,0,0,0,0,0,0,0,0,0,0.204081632653061,3.26530612244898,0,0,0,0,0,0,6.53061224489796,0,0,0,4.28571428571429,0,0,0,0,0,0,0.612244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081632653061,0.204081632653061,0,0,0,0,0,1.02040816326531,0,1.02040816326531,0,0,6.3265306122449,0,2.85714285714286,0,0,0.408163265306122,0,0,0,0,0,0,0.408163265306122,0,1.22448979591837,0,0,0,0,0,0.408163265306122,11.4285714285714,2.65306122448980,0.204081632653061,0,0,0,0.612244897959184,0,0,0.408163265306122,0,0,0,1.22448979591837,0,0,0.204081632653061,0.204081632653061,0,0,0,0.408163265306122,0,0,0,0,0.612244897959184,0,0,0,0,0,0.612244897959184,0,0,5.91836734693878,0,0.612244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081632653061,0.408163265306122,0,0,0,0,0.204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204081632653061,0.204081632653061,0.204081632653061,2.24489795918367,0,0,0,0,0,0,0,1.63265306122449,0,0,0,0.204081632653061,0,0,0,0,0,0,0,0,0,0,0,0.204081632653061,0,0,0,0,0.204081632653061,0,0,0,0.408163265306122,1.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408163265306122,0,0,0,0,0,0,0,0,0,0,0.204081632653061,0,0,0,3.26530612244898,30.8163265306122,0,0,0
"enoch1995",0,0,0,0,0,0,0,0,0.204918032786885,2.45901639344262,0,0,0,0,0,0,0,0,0.614754098360656,0,0,0,0,0,0,0,0,0.409836065573771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204918032786885,0,0,0,0,0,0,0.614754098360656,0,3.07377049180328,0,0,0,0,0,0,5.5327868852459,0,0,0,3.48360655737705,0,0,0,0,0,0,1.22950819672131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204918032786885,0.204918032786885,0,1.43442622950820,0,0,0,0.614754098360656,0,1.43442622950820,0,0,5.12295081967213,0,2.25409836065574,0,0,0.409836065573771,0,0,0.409836065573771,0,0,0,0.204918032786885,0,1.22950819672131,0,0,0,0.409836065573771,0,0,9.42622950819672,1.84426229508197,0.614754098360656,0,0,0,0.409836065573771,0,0,0,0,0,0,1.84426229508197,0,0,0.204918032786885,0.409836065573771,0,0,0,0.409836065573771,0,0,0,0,2.45901639344262,0,0,0,0,0,0.409836065573771,0,0,0,0,10.2459016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204918032786885,0,0,0,0,0,0.204918032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614754098360656,1.22950819672131,5.73770491803279,0,0,0,0,0,0.204918032786885,0,2.04918032786885,0,0,0,0,0,0,0,0.614754098360656,0,0,0,0,0,0,0,0.204918032786885,0,0,0,0,0.409836065573771,0,0,0,0,0.204918032786885,0,0,0,0,0,0,0,0.819672131147541,0,0.614754098360656,0,0,0,0,0,0,0,0.204918032786885,0.204918032786885,0,0,0,0.204918032786885,0,0,0,0,0,0,0.614754098360656,0,0,0.204918032786885,3.68852459016393,21.7213114754098,0,0,0
"enoch1996",0,0,0,0,0,0.199600798403194,0,0,0,1.99600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39520958083832,0.399201596806387,3.1936127744511,0,0,0,0,0,0,7.18562874251497,0,0,0,2.39520958083832,0,0,0,0,0,0,0.199600798403194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19760479041916,0,0,0,0,0.399201596806387,0,0.399201596806387,0,2.39520958083832,0,0,3.59281437125748,0,0,0,0,0,0,0,0.598802395209581,0,0,0.399201596806387,0,0,0,0,0,0,0,0,1.19760479041916,7.18562874251497,1.59680638722555,0,0,0,0,0,0,0,1.19760479041916,0,0,0,1.59680638722555,0,0,1.19760479041916,0.798403193612774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18562874251497,0,1.59680638722555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399201596806387,0,1.59680638722555,7.18562874251497,0,0,0,0,0,0,0,1.59680638722555,0,0,0,1.59680638722555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199600798403194,0,0,0,0,2.39520958083832,0,0,0,0.798403193612774,0,0,0,0,0,0.199600798403194,0,0,0,0,0,0,0,0.199600798403194,0,0,0.199600798403194,0.399201596806387,0.399201596806387,0,0,0,0,0,0,0.798403193612774,0,0,0,3.59281437125748,27.3453093812375,0,0,0
"enoch1997",0,0,0,0,0,0,0,0,0.207900207900208,1.66320166320166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415800415800416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207900207900208,0,0,0,0,0,0,0,0,0,0.415800415800416,0,2.07900207900208,0,0,0,0,0,0,2.49480249480249,0,0,0,3.11850311850312,0,0,0,0,0,0,0.207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207900207900208,0.207900207900208,0.207900207900208,0,0.207900207900208,0,0,0,0.415800415800416,0.207900207900208,0.415800415800416,0,0,3.11850311850312,0,5.82120582120582,0.415800415800416,0,0,0,0,0.207900207900208,0,0,0,0.207900207900208,0,2.49480249480249,0,0,0,0,0,0.207900207900208,9.14760914760915,1.03950103950104,0,0,0,0,0.623700623700624,0,0,0.207900207900208,0,0,0,2.70270270270270,0,0,0,1.03950103950104,0,0,0,0,0,0,0,0,0.831600831600832,0,0,0,0,0,0.207900207900208,0,0,10.8108108108108,0,1.24740124740125,0,0.207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415800415800416,4.36590436590437,0,0,0,0,0,0,0.207900207900208,1.87110187110187,0,0.207900207900208,0,0.415800415800416,0,0,0,0,0,0,0,0,0,0,0,0.207900207900208,0,0.207900207900208,0.623700623700624,0,0,0,0,0,0,0.623700623700624,0,0,0,0,0,0,0,0,0,0.415800415800416,0,0,0,0,0,0,0,0,0,0,0,0.415800415800416,0.415800415800416,0,0,0,0,0,0,0.831600831600832,0,0,0.207900207900208,2.49480249480249,32.8482328482328,0,0,0
"enoch1998",0,0,0,0,0,0,0,2.30769230769231,0.576923076923077,3.26923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576923076923077,0,3.07692307692308,0,0,0,0,0,0,8.84615384615385,0,0,0,2.30769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23076923076923,0,0,2.11538461538462,0,0.192307692307692,0,0,0,0,0,0.384615384615385,0,0,0,0,0,0.769230769230769,0,1.15384615384615,0,0.192307692307692,0,0,6.92307692307692,4.23076923076923,0,0,0,0,0.192307692307692,0.576923076923077,0,0,0,0,1.53846153846154,0,0,0.192307692307692,0,0,0,0,0,3.26923076923077,0,0,0,0,0,0,0,0,0,0,1.15384615384615,0,0.576923076923077,3.65384615384615,0,6.15384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0.192307692307692,0,0,0,0,0,0,0.384615384615385,0,0,0,0.192307692307692,0.192307692307692,10.1923076923077,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0,0,0,0.384615384615385,0,1.92307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34615384615385,0,0,0.192307692307692,0,0.192307692307692,0,0.961538461538462,0,0,0,1.92307692307692,20.7692307692308,0,0,0
"enoch1999",0,0,0,0,0,0,0,0,0.421940928270042,1.47679324894515,0,0,0,0,0,0,0,0,0.210970464135021,0,0,0,0,0,0,0,0,0.421940928270042,0,0,0,0,0,0.632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43037974683544,0,0,0,0,0,0,5.69620253164557,0,0,0,3.79746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421940928270042,0.210970464135021,0.210970464135021,0,0.421940928270042,0,0,0,0,0.210970464135021,0.632911392405063,0,0,3.37552742616034,0,2.74261603375527,0,0,0.210970464135021,0,0,0.632911392405063,0,0,0,0.421940928270042,0,0.210970464135021,0,0,0,0,0,0.210970464135021,10.3375527426160,3.37552742616034,0.210970464135021,0,0,0,0.210970464135021,0,0,0,0,0,0,4.21940928270042,0,0,0.210970464135021,0.632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05485232067511,0,0,8.86075949367089,0,1.89873417721519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210970464135021,0,0,0,0,0,0.421940928270042,0.210970464135021,0,0,0.210970464135021,0,0,0,0,0,0.632911392405063,0,0,0,0,0,0,0.632911392405063,0,1.05485232067511,4.21940928270042,0,0,0,0,0,0,0,1.47679324894515,0,0,0,0.843881856540084,0,0,0,0,0,0,0,0,0,0,0,0.632911392405063,0.210970464135021,0,0,0,0,0,0,0,0,1.47679324894515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210970464135021,1.05485232067511,0,0,0,0,0,0,0.210970464135021,0,0,0,1.89873417721519,26.3713080168776,0,0,0
"enoch2000",0,0,0,0,0,0.205338809034908,0,0.82135523613963,0.616016427104723,5.74948665297741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410677618069815,0,0,0,0,0,0,0,1.23203285420945,0.205338809034908,3.28542094455852,0,0,0,0,0,0,4.31211498973306,0,0,0,3.49075975359343,0,0,0,0,0,0,0.410677618069815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205338809034908,0,0,0,0,0,0,0,0,0.616016427104723,0,0,7.59753593429158,0,0.205338809034908,0.410677618069815,0,0,0,0,0.205338809034908,0,0,0,0,0,2.87474332648871,0,0,0,0.205338809034908,0,0,13.7577002053388,3.69609856262834,0,0,0,0,0,3.28542094455852,0,0.410677618069815,0,0.82135523613963,0,2.46406570841889,0,0,0,0,0,0,0,1.02669404517454,0,0,0,0,1.23203285420945,0,0,0,0,0,0,0,0,7.59753593429158,0,1.64271047227926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43737166324435,0,0,0,0,0,0.205338809034908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205338809034908,0,1.23203285420945,5.95482546201232,0,0,0,0,0,0,0,1.02669404517454,0,0,0,0,0.82135523613963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410677618069815,0,0,0,0,0,0,0,0,0,1.02669404517454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616016427104723,0,0,0.205338809034908,4.31211498973306,13.5523613963039,0,0,0
"enoch2001",0,0,0,0,0,0,0,0.192678227360308,0.385356454720617,4.23892100192678,0,0,0,0,0,0,0,0,0,0.385356454720617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578034682080925,0.192678227360308,3.85356454720617,0,0,0,0,0,0,3.66088631984586,0,0,0,2.3121387283237,0,0,0,0,0,0,0.192678227360308,0,0,0,0.578034682080925,0,0,0,0,0.192678227360308,0,0.192678227360308,0,0,0,0,0,0,0,0.770712909441233,0,0,0,0,0,0.192678227360308,0.385356454720617,0,1.34874759152216,0,0,0.770712909441233,0,4.04624277456647,1.15606936416185,0,0,0,0,0.192678227360308,0,0,0,0.385356454720617,0,1.15606936416185,0,0,0,0.192678227360308,0,0.192678227360308,17.7263969171484,2.3121387283237,0,0,0,0.192678227360308,0.578034682080925,2.50481695568401,0,0,0,0,0,0.963391136801541,0,0,0,0,0,0,0,3.08285163776493,0,0,0,0,0.192678227360308,0,0,0,0,0,0.770712909441233,0,0,9.82658959537572,0,3.46820809248555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770712909441233,0,0,0,0,0,0.578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0.192678227360308,0,0,0,0,0.192678227360308,0.385356454720617,5.00963391136801,0,0,0,0,0,0.192678227360308,0,0,0,0,0,0,0.385356454720617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963391136801541,0,0,0,0,0,0,0,0,0,0.385356454720617,0,0,0,0,0,0,0,0,0,0,0,0,0.192678227360308,0,0,0,0,0,0,2.11946050096339,0,0,0,3.46820809248555,15.7996146435453,0,0,0
"enoch2002",0,0,0,0,0,0,0,1.37524557956778,0.196463654223969,3.92927308447937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785854616895874,0,2.94695481335953,1.17878192534381,0,0,0,0,0,3.14341846758350,0,0,0.196463654223969,4.12573673870334,0,0,0,0,0,0,0.196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392927308447937,0,0,0,0,0,0,0,0,1.17878192534381,0.196463654223969,0,0.785854616895874,0,3.92927308447937,0,0,0,0,0,0,0,0,0,0,0,1.37524557956778,0,0,0,0,0,0,12.5736738703340,7.07269155206287,0.392927308447937,0,0,0,0.196463654223969,0.785854616895874,0,0.196463654223969,0,2.94695481335953,0,0,0,0.982318271119843,0,1.17878192534381,0,0,0,2.16110019646365,0,0,0,0,1.57170923379175,0,0,0,0,0,0,0,0,6.09037328094303,0,0.982318271119843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196463654223969,0,0,0,0,0,0,0,0,0.589390962671906,0.982318271119843,6.8762278978389,0,0,0,0,0,0,0,2.55402750491159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785854616895874,0.196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392927308447937,0,0,0,0,0,0,0.785854616895874,0,0,0,1.37524557956778,22.0039292730845,0,0,0
"enoch2003",0,0,0,0,0,0,0,0,0,6.41509433962264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377358490566038,0.188679245283019,5.66037735849057,0,0,0,0,0,0,6.22641509433962,0,0,0,5.09433962264151,0,0,0,0,0,0,0.188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943396226415094,0,2.07547169811321,0,0,6.60377358490566,0,0,0.943396226415094,0,0,0,0,0,0,0,0,0,0,1.50943396226415,0,0,0,0.377358490566038,0,0,16.7924528301887,4.71698113207547,0,0,0,0,0.377358490566038,1.69811320754717,0,0.377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754716981132076,0,0.188679245283019,0,0,0,0.377358490566038,0,0,5.47169811320755,0,3.0188679245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377358490566038,0.188679245283019,1.13207547169811,4.52830188679245,0,0,0,0,0,0.566037735849057,0,0,0,0,0,0,0.188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188679245283019,0,0,0,0.566037735849057,0.188679245283019,0,0,0,0,0.754716981132076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377358490566038,3.77358490566038,16.6037735849057,0,0,0
